"Activity","Subject","Feature","Variable","Axis","Average"
"SITTING","15","GravityAcc","mean","X",0.89036426220339
"SITTING","15","GravityAcc","mean","Y",0.210849305016949
"SITTING","15","GravityAcc","mean","Z",0.00281565980440678
"SITTING","15","GravityAcc","std","X",-0.982620883728814
"SITTING","15","GravityAcc","std","Y",-0.943561411694915
"SITTING","15","GravityAcc","std","Z",-0.952973658983051
"SITTING","15","GravityAccMag","mean",NA,-0.958669836271186
"SITTING","15","GravityAccMag","std",NA,-0.93797790559322
"SITTING","16","BodyAcc","mean","X",-0.353137627246377
"SITTING","16","BodyAcc","mean","Y",-0.485853239751449
"SITTING","16","BodyAcc","mean","Z",-0.524346317137681
"SITTING","16","BodyAcc","std","X",-0.986859011884058
"SITTING","16","BodyAcc","std","Y",-0.950718566449275
"SITTING","16","BodyAcc","std","Z",-0.937162196811594
"SITTING","16","BodyAccJerk","mean","X",-0.458764789637681
"SITTING","16","BodyAccJerk","mean","Y",-0.485947869241377
"SITTING","16","BodyAccJerk","mean","Z",-0.496340547158406
"SITTING","16","BodyAccJerk","std","X",-0.991214501231884
"SITTING","16","BodyAccJerk","std","Y",-0.982515872608696
"SITTING","16","BodyAccJerk","std","Z",-0.983924841014493
"SITTING","16","BodyAccJerkMag","mean",NA,-0.987472699130435
"SITTING","16","BodyAccJerkMag","std",NA,-0.983615334057971
"SITTING","16","BodyAccMag","mean",NA,-0.960107580724638
"SITTING","16","BodyAccMag","std",NA,-0.941819743101449
"SITTING","16","BodyBodyAccJerkMag","mean",NA,-0.983968635942029
"SITTING","16","BodyBodyAccJerkMag","std",NA,-0.982190554782609
"SITTING","16","BodyBodyGyroJerkMag","mean",NA,-0.989363136376812
"SITTING","16","BodyBodyGyroJerkMag","std",NA,-0.987506348985507
"SITTING","16","BodyBodyGyroMag","mean",NA,-0.954060994347826
"SITTING","16","BodyBodyGyroMag","std",NA,-0.938863215072464
"SITTING","16","BodyGyro","mean","X",-0.509917130592029
"SITTING","16","BodyGyro","mean","Y",-0.512124272521739
"SITTING","16","BodyGyro","mean","Z",-0.440242316505797
"SITTING","16","BodyGyro","std","X",-0.981547617391304
"SITTING","16","BodyGyro","std","Y",-0.956340173985507
"SITTING","16","BodyGyro","std","Z",-0.962278941811594
"SITTING","16","BodyGyroJerk","mean","X",-0.0957204520289855
"SITTING","16","BodyGyroJerk","mean","Y",-0.0450369280637681
"SITTING","16","BodyGyroJerk","mean","Z",-0.0588371273536232
"SITTING","16","BodyGyroJerk","std","X",-0.98958327942029
"SITTING","16","BodyGyroJerk","std","Y",-0.990621793333333
"SITTING","16","BodyGyroJerk","std","Z",-0.988364321449275
"SITTING","16","BodyGyroJerkMag","mean",NA,-0.992444606231884
"SITTING","16","BodyGyroJerkMag","std",NA,-0.988261252608696
"SITTING","16","BodyGyroMag","mean",NA,-0.946417382463768
"SITTING","16","BodyGyroMag","std",NA,-0.937942404637681
"SITTING","16","GravityAcc","mean","X",0.942457377971014
"SITTING","16","GravityAcc","mean","Y",-0.086588253942029
"SITTING","16","GravityAcc","mean","Z",0.0892682200463768
"SITTING","16","GravityAcc","std","X",-0.980158243333333
"SITTING","16","GravityAcc","std","Y",-0.968023206956522
"SITTING","16","GravityAcc","std","Z",-0.945813561478261
"SITTING","16","GravityAccMag","mean",NA,-0.961879680724638
"SITTING","16","GravityAccMag","std",NA,-0.941051236086957
"SITTING","17","BodyAcc","mean","X",-0.3583061809375
"SITTING","17","BodyAcc","mean","Y",-0.492042131651563
"SITTING","17","BodyAcc","mean","Z",-0.5442328448125
"SITTING","17","BodyAcc","std","X",-0.994550609453125
"SITTING","17","BodyAcc","std","Y",-0.960823885859375
"SITTING","17","BodyAcc","std","Z",-0.96432513453125
"SITTING","17","BodyAccJerk","mean","X",-0.459735817460938
"SITTING","17","BodyAccJerk","mean","Y",-0.491358854597969
"SITTING","17","BodyAccJerk","mean","Z",-0.495191274732969
"SITTING","17","BodyAccJerk","std","X",-0.994476882578125
"SITTING","17","BodyAccJerk","std","Y",-0.98927640671875
"SITTING","17","BodyAccJerk","std","Z",-0.990673755078125
"SITTING","17","BodyAccJerkMag","mean",NA,-0.99281471515625
"SITTING","17","BodyAccJerkMag","std",NA,-0.99144649921875
"SITTING","17","BodyAccMag","mean",NA,-0.973187050703125
"SITTING","17","BodyAccMag","std",NA,-0.965232435390625
"SITTING","17","BodyBodyAccJerkMag","mean",NA,-0.99142725046875
"SITTING","17","BodyBodyAccJerkMag","std",NA,-0.99031962640625
"SITTING","17","BodyBodyGyroJerkMag","mean",NA,-0.995204564375
"SITTING","17","BodyBodyGyroJerkMag","std",NA,-0.99362452375
"SITTING","17","BodyBodyGyroMag","mean",NA,-0.98336929234375
"SITTING","17","BodyBodyGyroMag","std",NA,-0.97471085296875
"SITTING","17","BodyGyro","mean","X",-0.515480113335937
"SITTING","17","BodyGyro","mean","Y",-0.527859286327344
"SITTING","17","BodyGyro","mean","Z",-0.447805858971875
"SITTING","17","BodyGyro","std","X",-0.989839793125
"SITTING","17","BodyGyro","std","Y",-0.985470889453125
"SITTING","17","BodyGyro","std","Z",-0.980337435625
"SITTING","17","BodyGyroJerk","mean","X",-0.094247696875
"SITTING","17","BodyGyroJerk","mean","Y",-0.0411134199378125
"SITTING","17","BodyGyroJerk","mean","Z",-0.051090324421875
"SITTING","17","BodyGyroJerk","std","X",-0.9952559371875
"SITTING","17","BodyGyroJerk","std","Y",-0.9949818809375
"SITTING","17","BodyGyroJerk","std","Z",-0.9938412575
"SITTING","17","BodyGyroJerkMag","mean",NA,-0.996334795
"SITTING","17","BodyGyroJerkMag","std",NA,-0.994446755625
"SITTING","17","BodyGyroMag","mean",NA,-0.967177744375
"SITTING","17","BodyGyroMag","std",NA,-0.97541025484375
"SITTING","17","GravityAcc","mean","X",0.94488374765625
"SITTING","17","GravityAcc","mean","Y",-0.002814673171875
"SITTING","17","GravityAcc","mean","Z",-0.135803881679687
"SITTING","17","GravityAcc","std","X",-0.99019661703125
"SITTING","17","GravityAcc","std","Y",-0.9667201059375
"SITTING","17","GravityAcc","std","Z",-0.9566106440625
"SITTING","17","GravityAccMag","mean",NA,-0.97274734640625
"SITTING","17","GravityAccMag","std",NA,-0.96506519109375
"SITTING","18","BodyAcc","mean","X",-0.357937450701754
"SITTING","18","BodyAcc","mean","Y",-0.494703829162281
"SITTING","18","BodyAcc","mean","Z",-0.547450608614035
"SITTING","18","BodyAcc","std","X",-0.994627277192982
"SITTING","18","BodyAcc","std","Y",-0.974954099824561
"SITTING","18","BodyAcc","std","Z",-0.976647419210526
"SITTING","18","BodyAccJerk","mean","X",-0.457650910412281
"SITTING","18","BodyAccJerk","mean","Y",-0.488348394342018
"SITTING","18","BodyAccJerk","mean","Z",-0.492951050579182
"SITTING","18","BodyAccJerk","std","X",-0.991831861403509
"SITTING","18","BodyAccJerk","std","Y",-0.984848730701754
"SITTING","18","BodyAccJerk","std","Z",-0.990147399035088
"SITTING","18","BodyAccJerkMag","mean",NA,-0.989869574561404
"SITTING","18","BodyAccJerkMag","std",NA,-0.991159350526316
"SITTING","18","BodyAccMag","mean",NA,-0.984227809473684
"SITTING","18","BodyAccMag","std",NA,-0.98191071877193
"SITTING","18","BodyBodyAccJerkMag","mean",NA,-0.990407075964912
"SITTING","18","BodyBodyAccJerkMag","std",NA,-0.991044297894737
"SITTING","18","BodyBodyGyroJerkMag","mean",NA,-0.99480818754386
"SITTING","18","BodyBodyGyroJerkMag","std",NA,-0.994967621754386
"SITTING","18","BodyBodyGyroMag","mean",NA,-0.986535242105263
"SITTING","18","BodyBodyGyroMag","std",NA,-0.981252632807018
"SITTING","18","BodyGyro","mean","X",-0.511633601894737
"SITTING","18","BodyGyro","mean","Y",-0.528641167757018
"SITTING","18","BodyGyro","mean","Z",-0.449106667657895
"SITTING","18","BodyGyro","std","X",-0.992266179210526
"SITTING","18","BodyGyro","std","Y",-0.986231715877193
"SITTING","18","BodyGyro","std","Z",-0.982161385877193
"SITTING","18","BodyGyroJerk","mean","X",-0.0954723233684211
"SITTING","18","BodyGyroJerk","mean","Y",-0.0397125591491228
"SITTING","18","BodyGyroJerk","mean","Z",-0.0523030404789474
"SITTING","18","BodyGyroJerk","std","X",-0.994170190701754
"SITTING","18","BodyGyroJerk","std","Y",-0.994224162105263
"SITTING","18","BodyGyroJerk","std","Z",-0.992814325087719
"SITTING","18","BodyGyroJerkMag","mean",NA,-0.994873439824561
"SITTING","18","BodyGyroJerkMag","std",NA,-0.994868913508772
"SITTING","18","BodyGyroMag","mean",NA,-0.977634992105263
"SITTING","18","BodyGyroMag","std",NA,-0.981372675614035
"SITTING","18","GravityAcc","mean","X",0.909816469298246
"SITTING","18","GravityAcc","mean","Y",0.12988647622807
"SITTING","18","GravityAcc","mean","Z",0.161877417894737
"SITTING","18","GravityAcc","std","X",-0.994043771403509
"SITTING","18","GravityAcc","std","Y",-0.984035479473684
"SITTING","18","GravityAcc","std","Z",-0.978340183157895
"SITTING","18","GravityAccMag","mean",NA,-0.983674151754386
"SITTING","18","GravityAccMag","std",NA,-0.981595285964912
"SITTING","19","BodyAcc","mean","X",-0.352703857808219
"SITTING","19","BodyAcc","mean","Y",-0.488751220973973
"SITTING","19","BodyAcc","mean","Z",-0.53752137269863
"SITTING","19","BodyAcc","std","X",-0.975780954178082
"SITTING","19","BodyAcc","std","Y",-0.949221007054795
"SITTING","19","BodyAcc","std","Z",-0.949722273424658
"SITTING","19","BodyAccJerk","mean","X",-0.455700438608904
"SITTING","19","BodyAccJerk","mean","Y",-0.482674735529726
"SITTING","19","BodyAccJerk","mean","Z",-0.491124705998931
"SITTING","19","BodyAccJerk","std","X",-0.987810138424658
"SITTING","19","BodyAccJerk","std","Y",-0.980133793356164
"SITTING","19","BodyAccJerk","std","Z",-0.987428328013699
"SITTING","19","BodyAccJerkMag","mean",NA,-0.986423976027397
"SITTING","19","BodyAccJerkMag","std",NA,-0.984205184931507
"SITTING","19","BodyAccMag","mean",NA,-0.962353321780822
"SITTING","19","BodyAccMag","std",NA,-0.952278967465753
"SITTING","19","BodyBodyAccJerkMag","mean",NA,-0.983751646712329
"SITTING","19","BodyBodyAccJerkMag","std",NA,-0.983687272739726
"SITTING","19","BodyBodyGyroJerkMag","mean",NA,-0.986727418493151
"SITTING","19","BodyBodyGyroJerkMag","std",NA,-0.985416444657534
"SITTING","19","BodyBodyGyroMag","mean",NA,-0.964238768493151
"SITTING","19","BodyBodyGyroMag","std",NA,-0.950484417260274
"SITTING","19","BodyGyro","mean","X",-0.501579396468493
"SITTING","19","BodyGyro","mean","Y",-0.51010473219863
"SITTING","19","BodyGyro","mean","Z",-0.435668853064178
"SITTING","19","BodyGyro","std","X",-0.985100677534247
"SITTING","19","BodyGyro","std","Y",-0.957678459863014
"SITTING","19","BodyGyro","std","Z",-0.966732112739726
"SITTING","19","BodyGyroJerk","mean","X",-0.100986131452055
"SITTING","19","BodyGyroJerk","mean","Y",-0.0425170215068493
"SITTING","19","BodyGyroJerk","mean","Z",-0.0590801684246575
"SITTING","19","BodyGyroJerk","std","X",-0.988464752739726
"SITTING","19","BodyGyroJerk","std","Y",-0.987465915068493
"SITTING","19","BodyGyroJerk","std","Z",-0.98531069
"SITTING","19","BodyGyroJerkMag","mean",NA,-0.989450316575342
"SITTING","19","BodyGyroJerkMag","std",NA,-0.985831284657534
"SITTING","19","BodyGyroMag","mean",NA,-0.942229043835616
"SITTING","19","BodyGyroMag","std",NA,-0.950491807945205
"SITTING","19","GravityAcc","mean","X",0.581371509041096
"SITTING","19","GravityAcc","mean","Y",0.360343534657534
"SITTING","19","GravityAcc","mean","Z",0.489126594657534
"SITTING","19","GravityAcc","std","X",-0.969355010136986
"SITTING","19","GravityAcc","std","Y",-0.96996981369863
"SITTING","19","GravityAcc","std","Z",-0.960394960821918
"SITTING","19","GravityAccMag","mean",NA,-0.962074065616438
"SITTING","19","GravityAccMag","std",NA,-0.951755657260274
"SITTING","20","BodyAcc","mean","X",-0.351578812575758
"SITTING","20","BodyAcc","mean","Y",-0.479960774877803
"SITTING","20","BodyAcc","mean","Z",-0.527983545818182
"SITTING","20","BodyAcc","std","X",-0.983530117121212
"SITTING","20","BodyAcc","std","Y",-0.935577202575758
"SITTING","20","BodyAcc","std","Z",-0.927026786136364
"SITTING","20","BodyAccJerk","mean","X",-0.453793381863636
"SITTING","20","BodyAccJerk","mean","Y",-0.482591992444697
"SITTING","20","BodyAccJerk","mean","Z",-0.485805056382197
"SITTING","20","BodyAccJerk","std","X",-0.982821995
"SITTING","20","BodyAccJerk","std","Y",-0.971836720378788
"SITTING","20","BodyAccJerk","std","Z",-0.977490705909091
"SITTING","20","BodyAccJerkMag","mean",NA,-0.978774578333333
"SITTING","20","BodyAccJerkMag","std",NA,-0.972537871515151
"SITTING","20","BodyAccMag","mean",NA,-0.949825747348485
"SITTING","20","BodyAccMag","std",NA,-0.939957629848485
"SITTING","20","BodyBodyAccJerkMag","mean",NA,-0.971730462575758
"SITTING","20","BodyBodyAccJerkMag","std",NA,-0.972597744242424
"SITTING","20","BodyBodyGyroJerkMag","mean",NA,-0.976108353787879
"SITTING","20","BodyBodyGyroJerkMag","std",NA,-0.975226588333333
"SITTING","20","BodyBodyGyroMag","mean",NA,-0.953399068181818
"SITTING","20","BodyBodyGyroMag","std",NA,-0.943725755909091
"SITTING","20","BodyGyro","mean","X",-0.503159606681818
"SITTING","20","BodyGyro","mean","Y",-0.51485600175
"SITTING","20","BodyGyro","mean","Z",-0.44333757505303
"SITTING","20","BodyGyro","std","X",-0.97737127780303
"SITTING","20","BodyGyro","std","Y",-0.9590601025
"SITTING","20","BodyGyro","std","Z",-0.94747431280303
"SITTING","20","BodyGyroJerk","mean","X",-0.0959970816060606
"SITTING","20","BodyGyroJerk","mean","Y",-0.0407299244348485
"SITTING","20","BodyGyroJerk","mean","Z",-0.0465835149090909
"SITTING","20","BodyGyroJerk","std","X",-0.977414910909091
"SITTING","20","BodyGyroJerk","std","Y",-0.979684097272727
"SITTING","20","BodyGyroJerk","std","Z",-0.979742084090909
"SITTING","20","BodyGyroJerkMag","mean",NA,-0.983010276060606
"SITTING","20","BodyGyroJerkMag","std",NA,-0.97507615
"SITTING","20","BodyGyroMag","mean",NA,-0.939574435606061
"SITTING","20","BodyGyroMag","std",NA,-0.941069909848485
"SITTING","20","GravityAcc","mean","X",0.924454522424242
"SITTING","20","GravityAcc","mean","Y",0.0733385412878788
"SITTING","20","GravityAcc","mean","Z",0.151679135228788
"SITTING","20","GravityAcc","std","X",-0.985829034393939
"SITTING","20","GravityAcc","std","Y",-0.966983534242424
"SITTING","20","GravityAcc","std","Z",-0.935854966151515
"SITTING","20","GravityAccMag","mean",NA,-0.952738043030303
"SITTING","20","GravityAccMag","std",NA,-0.937764028181818
"SITTING","21","BodyAcc","mean","X",-0.356535305588235
"SITTING","21","BodyAcc","mean","Y",-0.491230958804118
"SITTING","21","BodyAcc","mean","Z",-0.541458615341176
"SITTING","21","BodyAcc","std","X",-0.992076258294118
"SITTING","21","BodyAcc","std","Y",-0.967219425470588
"SITTING","21","BodyAcc","std","Z",-0.957990183411765
"SITTING","21","BodyAccJerk","mean","X",-0.457024104035294
"SITTING","21","BodyAccJerk","mean","Y",-0.483539212314405
"SITTING","21","BodyAccJerk","mean","Z",-0.491804837553706
"SITTING","21","BodyAccJerk","std","X",-0.989733607352941
"SITTING","21","BodyAccJerk","std","Y",-0.979674986823529
"SITTING","21","BodyAccJerk","std","Z",-0.986334647647059
"SITTING","21","BodyAccJerkMag","mean",NA,-0.985947225176471
"SITTING","21","BodyAccJerkMag","std",NA,-0.986520865058824
"SITTING","21","BodyAccMag","mean",NA,-0.974782113235294
"SITTING","21","BodyAccMag","std",NA,-0.973220922235294
"SITTING","21","BodyBodyAccJerkMag","mean",NA,-0.985342358705882
"SITTING","21","BodyBodyAccJerkMag","std",NA,-0.986991549529412
"SITTING","21","BodyBodyGyroJerkMag","mean",NA,-0.990014272588235
"SITTING","21","BodyBodyGyroJerkMag","std",NA,-0.991062204823529
"SITTING","21","BodyBodyGyroMag","mean",NA,-0.977839702352941
"SITTING","21","BodyBodyGyroMag","std",NA,-0.972027251294118
"SITTING","21","BodyGyro","mean","X",-0.502382420912976
"SITTING","21","BodyGyro","mean","Y",-0.522569344165882
"SITTING","21","BodyGyro","mean","Z",-0.446853562329412
"SITTING","21","BodyGyro","std","X",-0.988984905647059
"SITTING","21","BodyGyro","std","Y",-0.975551852470588
"SITTING","21","BodyGyro","std","Z",-0.978051668529412
"SITTING","21","BodyGyroJerk","mean","X",-0.101114775129412
"SITTING","21","BodyGyroJerk","mean","Y",-0.0391483428502824
"SITTING","21","BodyGyroJerk","mean","Z",-0.0526409877294118
"SITTING","21","BodyGyroJerk","std","X",-0.989472968470588
"SITTING","21","BodyGyroJerk","std","Y",-0.989722663529412
"SITTING","21","BodyGyroJerk","std","Z",-0.987954515294118
"SITTING","21","BodyGyroJerkMag","mean",NA,-0.990307349882353
"SITTING","21","BodyGyroJerkMag","std",NA,-0.990302232705882
"SITTING","21","BodyGyroMag","mean",NA,-0.964971113764706
"SITTING","21","BodyGyroMag","std",NA,-0.971225061647059
"SITTING","21","GravityAcc","mean","X",0.940031368
"SITTING","21","GravityAcc","mean","Y",0.0215206708823529
"SITTING","21","GravityAcc","mean","Z",-0.0567766060705882
"SITTING","21","GravityAcc","std","X",-0.992936404470588
"SITTING","21","GravityAcc","std","Y",-0.979355363176471
"SITTING","21","GravityAcc","std","Z",-0.965426493882353
"SITTING","21","GravityAccMag","mean",NA,-0.974734999411765
"SITTING","21","GravityAccMag","std",NA,-0.971994251294118
"SITTING","22","BodyAcc","mean","X",-0.352460772758065
"SITTING","22","BodyAcc","mean","Y",-0.475946426272581
"SITTING","22","BodyAcc","mean","Z",-0.526231340967742
"SITTING","22","BodyAcc","std","X",-0.978545006935484
"SITTING","22","BodyAcc","std","Y",-0.927527193639758
"SITTING","22","BodyAcc","std","Z",-0.913454579758065
"SITTING","22","BodyAccJerk","mean","X",-0.450087887387097
"SITTING","22","BodyAccJerk","mean","Y",-0.481986093864919
"SITTING","22","BodyAccJerk","mean","Z",-0.494007983452742
"SITTING","22","BodyAccJerk","std","X",-0.982981879112903
"SITTING","22","BodyAccJerk","std","Y",-0.967279443951613
"SITTING","22","BodyAccJerk","std","Z",-0.980100290322581
"SITTING","22","BodyAccJerkMag","mean",NA,-0.979303714032258
"SITTING","22","BodyAccJerkMag","std",NA,-0.968576776774194
"SITTING","22","BodyAccMag","mean",NA,-0.942622795483871
"SITTING","22","BodyAccMag","std",NA,-0.925567106929032
"SITTING","22","BodyBodyAccJerkMag","mean",NA,-0.968908297096774
"SITTING","22","BodyBodyAccJerkMag","std",NA,-0.967026275967742
"SITTING","22","BodyBodyGyroJerkMag","mean",NA,-0.977775448387097
"SITTING","22","BodyBodyGyroJerkMag","std",NA,-0.976318114516129
"SITTING","22","BodyBodyGyroMag","mean",NA,-0.951952767258065
"SITTING","22","BodyBodyGyroMag","std",NA,-0.93356300983871
"SITTING","22","BodyGyro","mean","X",-0.506654899316129
"SITTING","22","BodyGyro","mean","Y",-0.519261749314516
"SITTING","22","BodyGyro","mean","Z",-0.433962187366935
"SITTING","22","BodyGyro","std","X",-0.981736259354839
"SITTING","22","BodyGyro","std","Y",-0.948140711048387
"SITTING","22","BodyGyro","std","Z",-0.948773556612903
"SITTING","22","BodyGyroJerk","mean","X",-0.0986493161935484
"SITTING","22","BodyGyroJerk","mean","Y",-0.0423409822741935
"SITTING","22","BodyGyroJerk","mean","Z",-0.0517193986693548
"SITTING","22","BodyGyroJerk","std","X",-0.985671250322581
"SITTING","22","BodyGyroJerk","std","Y",-0.980275619354839
"SITTING","22","BodyGyroJerk","std","Z",-0.97954410516129
"SITTING","22","BodyGyroJerkMag","mean",NA,-0.98547603483871
"SITTING","22","BodyGyroJerkMag","std",NA,-0.976503766290323
"SITTING","22","BodyGyroMag","mean",NA,-0.942077432741935
"SITTING","22","BodyGyroMag","std",NA,-0.933268487096774
"SITTING","22","GravityAcc","mean","X",0.839305928709677
"SITTING","22","GravityAcc","mean","Y",0.208553884
"SITTING","22","GravityAcc","mean","Z",0.315551492322581
"SITTING","22","GravityAcc","std","X",-0.972009988709677
"SITTING","22","GravityAcc","std","Y",-0.954225015274194
"SITTING","22","GravityAcc","std","Z",-0.927950649854839
"SITTING","22","GravityAccMag","mean",NA,-0.942167353870968
"SITTING","22","GravityAccMag","std",NA,-0.924336184035484
"SITTING","23","BodyAcc","mean","X",-0.356487209632353
"SITTING","23","BodyAcc","mean","Y",-0.483427454019118
"SITTING","23","BodyAcc","mean","Z",-0.522919923029412
"SITTING","23","BodyAcc","std","X",-0.987976447426471
"SITTING","23","BodyAcc","std","Y",-0.932857523235294
"SITTING","23","BodyAcc","std","Z",-0.900854827117647
"SITTING","23","BodyAccJerk","mean","X",-0.453774314154412
"SITTING","23","BodyAccJerk","mean","Y",-0.484000539407096
"SITTING","23","BodyAccJerk","mean","Z",-0.487072229771544
"SITTING","23","BodyAccJerk","std","X",-0.985290717132353
"SITTING","23","BodyAccJerk","std","Y",-0.978805267352941
"SITTING","23","BodyAccJerk","std","Z",-0.976957721102941
"SITTING","23","BodyAccJerkMag","mean",NA,-0.982375503382353
"SITTING","23","BodyAccJerkMag","std",NA,-0.973668776323529
"SITTING","23","BodyAccMag","mean",NA,-0.944959301544118
"SITTING","23","BodyAccMag","std",NA,-0.926026690808823
"SITTING","23","BodyBodyAccJerkMag","mean",NA,-0.974121466764706
"SITTING","23","BodyBodyAccJerkMag","std",NA,-0.972117016617647
"SITTING","23","BodyBodyGyroJerkMag","mean",NA,-0.980707211470588
"SITTING","23","BodyBodyGyroJerkMag","std",NA,-0.978499038088235
"SITTING","23","BodyBodyGyroMag","mean",NA,-0.952293277205882
"SITTING","23","BodyBodyGyroMag","std",NA,-0.938680776617647
"SITTING","23","BodyGyro","mean","X",-0.512204166527206
"SITTING","23","BodyGyro","mean","Y",-0.513176421963235
"SITTING","23","BodyGyro","mean","Z",-0.450430756308824
"SITTING","23","BodyGyro","std","X",-0.980943487720588
"SITTING","23","BodyGyro","std","Y",-0.945921473529412
"SITTING","23","BodyGyro","std","Z",-0.960816343382353
"SITTING","23","BodyGyroJerk","mean","X",-0.0967422192647059
"SITTING","23","BodyGyroJerk","mean","Y",-0.0434602554691176
"SITTING","23","BodyGyroJerk","mean","Z",-0.0485561086867647
"SITTING","23","BodyGyroJerk","std","X",-0.987084633970588
"SITTING","23","BodyGyroJerk","std","Y",-0.980727445294118
"SITTING","23","BodyGyroJerk","std","Z",-0.988130142058824
"SITTING","23","BodyGyroJerkMag","mean",NA,-0.986514066029412
"SITTING","23","BodyGyroJerkMag","std",NA,-0.979226997941177
"SITTING","23","BodyGyroMag","mean",NA,-0.936593426911765
"SITTING","23","BodyGyroMag","std",NA,-0.937006097352941
"SITTING","23","GravityAcc","mean","X",0.936509242941176
"SITTING","23","GravityAcc","mean","Y",0.1217510625
"SITTING","23","GravityAcc","mean","Z",0.0630111556279412
"SITTING","23","GravityAcc","std","X",-0.984536722205882
"SITTING","23","GravityAcc","std","Y",-0.960917426323529
"SITTING","23","GravityAcc","std","Z",-0.923953600294118
"SITTING","23","GravityAccMag","mean",NA,-0.944080772941176
"SITTING","23","GravityAccMag","std",NA,-0.924963263235294
"SITTING","24","BodyAcc","mean","X",-0.358026908308824
"SITTING","24","BodyAcc","mean","Y",-0.487949354970441
"SITTING","24","BodyAcc","mean","Z",-0.535016421301471
"SITTING","24","BodyAcc","std","X",-0.990846886029412
"SITTING","24","BodyAcc","std","Y",-0.955626983602941
"SITTING","24","BodyAcc","std","Z",-0.955729404632353
"SITTING","24","BodyAccJerk","mean","X",-0.456262775191176
"SITTING","24","BodyAccJerk","mean","Y",-0.487230606312449
"SITTING","24","BodyAccJerk","mean","Z",-0.491552150930662
"SITTING","24","BodyAccJerk","std","X",-0.988926594852941
"SITTING","24","BodyAccJerk","std","Y",-0.980561905441176
"SITTING","24","BodyAccJerk","std","Z",-0.985335698014706
"SITTING","24","BodyAccJerkMag","mean",NA,-0.985555822352941
"SITTING","24","BodyAccJerkMag","std",NA,-0.985418456176471
"SITTING","24","BodyAccMag","mean",NA,-0.968942093970588
"SITTING","24","BodyAccMag","std",NA,-0.964815972647059
"SITTING","24","BodyBodyAccJerkMag","mean",NA,-0.984469962941177
"SITTING","24","BodyBodyAccJerkMag","std",NA,-0.98561372
"SITTING","24","BodyBodyGyroJerkMag","mean",NA,-0.990854751176471
"SITTING","24","BodyBodyGyroJerkMag","std",NA,-0.990933058235294
"SITTING","24","BodyBodyGyroMag","mean",NA,-0.977973720735294
"SITTING","24","BodyBodyGyroMag","std",NA,-0.969105899117647
"SITTING","24","BodyGyro","mean","X",-0.510649742909559
"SITTING","24","BodyGyro","mean","Y",-0.528106725440441
"SITTING","24","BodyGyro","mean","Z",-0.447321433970588
"SITTING","24","BodyGyro","std","X",-0.988501600220588
"SITTING","24","BodyGyro","std","Y",-0.977103216470588
"SITTING","24","BodyGyro","std","Z",-0.972064720882353
"SITTING","24","BodyGyroJerk","mean","X",-0.0951782658382353
"SITTING","24","BodyGyroJerk","mean","Y",-0.040616936
"SITTING","24","BodyGyroJerk","mean","Z",-0.051596655125
"SITTING","24","BodyGyroJerk","std","X",-0.991442007794118
"SITTING","24","BodyGyroJerk","std","Y",-0.989780810588235
"SITTING","24","BodyGyroJerk","std","Z",-0.989850160294118
"SITTING","24","BodyGyroJerkMag","mean",NA,-0.991306424705882
"SITTING","24","BodyGyroJerkMag","std",NA,-0.990724530735294
"SITTING","24","BodyGyroMag","mean",NA,-0.964633252352941
"SITTING","24","BodyGyroMag","std",NA,-0.969257162647059
"SITTING","24","GravityAcc","mean","X",0.919637604411765
"SITTING","24","GravityAcc","mean","Y",0.182254651955882
"SITTING","24","GravityAcc","mean","Z",0.109559621020588
"SITTING","24","GravityAcc","std","X",-0.989660149852941
"SITTING","24","GravityAcc","std","Y",-0.971692544705882
"SITTING","24","GravityAcc","std","Z",-0.963406795735294
"SITTING","24","GravityAccMag","mean",NA,-0.968979156470588
"SITTING","24","GravityAccMag","std",NA,-0.963779683235294
"SITTING","25","BodyAcc","mean","X",-0.356432007846154
"SITTING","25","BodyAcc","mean","Y",-0.486943470093846
"SITTING","25","BodyAcc","mean","Z",-0.541968285853846
"SITTING","25","BodyAcc","std","X",-0.992008554
"SITTING","25","BodyAcc","std","Y",-0.946150305146154
"SITTING","25","BodyAcc","std","Z",-0.963615083384615
"SITTING","25","BodyAccJerk","mean","X",-0.458635072581308
"SITTING","25","BodyAccJerk","mean","Y",-0.489051421995385
"SITTING","25","BodyAccJerk","mean","Z",-0.492109394051462
"SITTING","25","BodyAccJerk","std","X",-0.992514365769231
"SITTING","25","BodyAccJerk","std","Y",-0.983469508538461
"SITTING","25","BodyAccJerk","std","Z",-0.988794629461539
"SITTING","25","BodyAccJerkMag","mean",NA,-0.989545142461538
"SITTING","25","BodyAccJerkMag","std",NA,-0.988311804923077
"SITTING","25","BodyAccMag","mean",NA,-0.968713664846154
"SITTING","25","BodyAccMag","std",NA,-0.961000341384615
"SITTING","25","BodyBodyAccJerkMag","mean",NA,-0.987941825538462
"SITTING","25","BodyBodyAccJerkMag","std",NA,-0.987618801076923
"SITTING","25","BodyBodyGyroJerkMag","mean",NA,-0.991781701692308
"SITTING","25","BodyBodyGyroJerkMag","std",NA,-0.992019559538462
"SITTING","25","BodyBodyGyroMag","mean",NA,-0.979350913692308
"SITTING","25","BodyBodyGyroMag","std",NA,-0.970321897230769
"SITTING","25","BodyGyro","mean","X",-0.511603880792308
"SITTING","25","BodyGyro","mean","Y",-0.529314036269231
